date,open,high,low,close,volume,returns,log_returns,range_pct,ticker,cap_tier,source
2024-03-05,176.93,176.93,173.303,174.12,37228343,,,0.02083046175051694,AMZN,large,stooq
2024-03-06,175.54,176.46,173.26,173.51,32090926,-0.0035033310360671477,-0.00350948207051649,0.018442741052389012,AMZN,large,stooq
2024-03-07,174.83,177.99,173.72,176.82,34063283,0.019076710276064723,0.018897031364077933,0.02414885193982587,AMZN,large,stooq
2024-03-08,176.44,178.785,174.33,175.35,37893242,-0.008313539192399078,-0.008348289391471274,0.025406330196749267,AMZN,large,stooq
2024-03-11,174.31,174.47,171.47,171.96,28484777,-0.01933276304533782,-0.019522084958106242,0.017445917655268667,AMZN,large,stooq
2024-03-12,173.5,176.76,171.98,175.39,36610604,0.019946499185857114,0.019750174141965615,0.027253549233137588,AMZN,large,stooq
2024-03-13,175.9,177.62,175.55,176.555,30772600,0.0066423399281603235,0.0066203767923971105,0.01172439183257338,AMZN,large,stooq
2024-03-14,177.69,179.53,176.465,178.75,43705840,0.012432386508453463,0.012355739011673686,0.017146853146853134,AMZN,large,stooq
2024-03-15,176.64,177.93,173.9,174.42,72147390,-0.02422377622377625,-0.024521997775277506,0.023105148492145403,AMZN,large,stooq
2024-03-18,175.8,176.69,174.28,174.48,31250688,0.0003439972480219211,0.00034393809453396704,0.01381247134342043,AMZN,large,stooq
2024-03-19,174.215,176.09,173.52,175.9,26880893,0.00813846859238887,0.008105529850138925,0.014610574189880574,AMZN,large,stooq
2024-03-20,176.14,178.53,174.64,178.15,29947150,0.012791358726549129,0.012710240308332522,0.0218355318551783,AMZN,large,stooq
2024-03-21,179.988,181.415,178.15,178.15,32824320,0.0,0.0,0.01832725231546442,AMZN,large,stooq
2024-03-22,177.752,179.255,176.75,178.87,27995378,0.004041538029750269,0.004033392953309443,0.014004584334991868,AMZN,large,stooq
2024-03-25,178.01,180.99,177.24,179.71,29815464,0.004696148040476356,0.004685155538776358,0.020866952312058314,AMZN,large,stooq
2024-03-26,180.15,180.45,177.95,178.3,29658982,-0.00784597406933396,-0.007876915674836076,0.014021312394840156,AMZN,large,stooq
2024-03-27,179.88,180.0,177.3099,179.83,33272551,0.008581043185642123,0.008544435308010738,0.0149591280653951,AMZN,large,stooq
2024-03-28,180.17,181.7,179.26,180.38,38051588,0.0030584440860812467,0.003053776560456537,0.013526998558598503,AMZN,large,stooq
2024-04-01,180.79,183.0,179.95,180.97,29174521,0.0032708726022840917,0.0032655349345476667,0.0168536221473173,AMZN,large,stooq
2024-04-02,179.07,180.79,178.3762,180.69,32611546,-0.0015472177709012769,-0.00154841594837037,0.013358791300016496,AMZN,large,stooq
