date,open,high,low,close,volume,returns,log_returns,range_pct,ticker,cap_tier,source
2024-03-05,2.61,2.6499,2.49,2.51,530119,,,0.06370517928286851,LDI,mid,stooq
2024-03-06,2.51,2.66,2.495,2.62,315875,0.04382470119521931,0.04289156462931314,0.06297709923664123,LDI,mid,stooq
2024-03-07,2.67,2.6958,2.59,2.62,249584,0.0,0.0,0.040381679389313106,LDI,mid,stooq
2024-03-08,2.67,2.745,2.63,2.66,574004,0.01526717557251911,0.015151805020602246,0.043233082706767,LDI,mid,stooq
2024-03-11,2.59,2.67,2.55,2.55,278574,-0.0413533834586467,-0.042232763623273016,0.04705882352941181,LDI,mid,stooq
2024-03-12,2.6,2.6,2.47,2.54,333246,-0.0039215686274508554,-0.003929278139889438,0.05118110236220468,LDI,mid,stooq
2024-03-13,2.4,2.5,1.93,2.34,1701635,-0.07874015748031504,-0.08201315166083524,0.24358974358974364,LDI,mid,stooq
2024-03-14,2.36,2.44,2.2,2.2,528834,-0.05982905982905973,-0.06169356900533978,0.10909090909090897,LDI,mid,stooq
2024-03-15,2.17,2.245,2.125,2.14,434125,-0.027272727272727337,-0.027651531330510123,0.056074766355140235,LDI,mid,stooq
2024-03-18,2.11,2.215,2.1,2.17,345904,0.014018691588784993,0.013921338518608014,0.05299539170506902,LDI,mid,stooq
2024-03-19,2.15,2.21,2.12,2.2,365801,0.01382488479262678,0.013730192811902037,0.04090909090909084,LDI,mid,stooq
2024-03-20,2.2,2.5542,2.185,2.52,729439,0.14545454545454528,0.13580154115906162,0.14650793650793642,LDI,mid,stooq
2024-03-21,2.55,2.765,2.55,2.59,733711,0.02777777777777768,0.027398974188114347,0.08301158301158314,LDI,mid,stooq
2024-03-22,2.58,2.58,2.4,2.45,438404,-0.054054054054053946,-0.055569851154810654,0.0734693877551021,LDI,mid,stooq
2024-03-25,2.47,2.5,2.4,2.4,153472,-0.020408163265306256,-0.020619287202735818,0.041666666666666706,LDI,mid,stooq
2024-03-26,2.45,2.465,2.38,2.4,275160,0.0,0.0,0.03541666666666665,LDI,mid,stooq
2024-03-27,2.39,2.57,2.3786,2.57,451630,0.0708333333333333,0.06843716155322847,0.07447470817120615,LDI,mid,stooq
2024-03-28,2.54,2.6413,2.51,2.59,345455,0.0077821011673151474,0.007751976804317924,0.05069498069498086,LDI,mid,stooq
2024-04-01,2.61,2.62,2.52,2.59,383430,0.0,0.0,0.038610038610038644,LDI,mid,stooq
2024-04-02,2.54,2.54,2.43,2.46,262148,-0.050193050193050204,-0.05149652576717496,0.0447154471544715,LDI,mid,stooq
2024-04-03,2.42,2.51,2.4,2.49,184758,0.012195121951219523,0.01212136053234482,0.04417670682730918,LDI,mid,stooq
2024-04-04,2.54,2.6,2.44,2.45,196270,-0.016064257028112428,-0.016194685919980606,0.06530612244897964,LDI,mid,stooq
2024-04-05,2.46,2.48,2.39,2.43,288992,-0.008163265306122436,-0.008196767204178515,0.03703703703703698,LDI,mid,stooq
2024-04-08,2.49,2.685,2.4701,2.68,442121,0.10288065843621408,0.0979255371703083,0.08018656716417913,LDI,mid,stooq
2024-04-09,2.68,2.79,2.68,2.74,235225,0.02238805970149249,0.0221411258772135,0.040145985401459805,LDI,mid,stooq
2024-04-10,2.69,2.69,2.55,2.6,300269,-0.051094890510948954,-0.052446475372542545,0.05384615384615389,LDI,mid,stooq
2024-04-11,2.57,2.585,2.47,2.51,352232,-0.034615384615384714,-0.035228691883743946,0.045816733067728994,LDI,mid,stooq
2024-04-12,2.5,2.515,2.37,2.43,298981,-0.03187250996015922,-0.032391495791235285,0.05967078189300412,LDI,mid,stooq
2024-04-15,2.4,2.435,2.3025,2.35,155261,-0.03292181069958855,-0.03347592919638957,0.056382978723404184,LDI,mid,stooq
2024-04-16,2.31,2.39,2.285,2.36,214105,0.004255319148936065,0.004246290881451004,0.044491525423728806,LDI,mid,stooq
2024-04-17,2.3,2.42,2.295,2.3,292049,-0.025423728813559365,-0.02575249610241474,0.05434782608695653,LDI,mid,stooq
2024-04-18,2.26,2.39,2.18,2.32,369786,0.008695652173912993,0.008658062743114531,0.09051724137931033,LDI,mid,stooq
2024-04-19,2.28,2.43,2.28,2.35,181707,0.012931034482758674,0.012848142477849059,0.0638297872340427,LDI,mid,stooq
2024-04-22,2.36,2.405,2.315,2.37,129255,0.008510638297872353,0.008474626990972236,0.037974683544303736,LDI,mid,stooq
2024-04-23,2.33,2.46,2.32,2.42,128394,0.021097046413502074,0.02087758502155518,0.05785123966942154,LDI,mid,stooq
2024-04-24,2.42,2.5,2.32,2.37,316059,-0.02066115702479332,-0.02087758502155514,0.07594936708860765,LDI,mid,stooq
2024-04-25,2.33,2.36,2.265,2.34,210108,-0.012658227848101333,-0.012739025777429826,0.040598290598290496,LDI,mid,stooq
2024-04-26,2.36,2.405,2.32,2.36,186473,0.008547008547008517,0.00851068966790861,0.03601694915254236,LDI,mid,stooq
2024-04-29,2.27,2.33,2.1201,2.14,772977,-0.09322033898305071,-0.09785579000375844,0.09808411214953279,LDI,mid,stooq
2024-04-30,2.11,2.12,2.03,2.08,418699,-0.028037383177570097,-0.028437935320533514,0.043269230769230914,LDI,mid,stooq
2024-05-01,2.12,2.245,2.11,2.17,330854,0.043269230769230616,0.04235927383914143,0.06221198156682038,LDI,mid,stooq
2024-05-02,2.18,2.305,2.17,2.26,285346,0.041474654377880116,0.04063764573182626,0.05973451327433639,LDI,mid,stooq
2024-05-03,2.31,2.42,2.29,2.32,226923,0.026548672566371723,0.026202372394024117,0.05603448275862065,LDI,mid,stooq
2024-05-06,2.35,2.39,2.275,2.31,185391,-0.004310344827586077,-0.004319661144516284,0.049783549783549874,LDI,mid,stooq
2024-05-07,2.26,2.355,2.26,2.28,321894,-0.012987012987013102,-0.013072081567352888,0.041666666666666755,LDI,mid,stooq
2024-05-08,2.03,2.21,2.03,2.15,382255,-0.05701754385964908,-0.05870760082677792,0.08372093023255822,LDI,mid,stooq
2024-05-09,2.15,2.22,2.12,2.16,205702,0.0046511627906977715,0.004640379556502301,0.046296296296296335,LDI,mid,stooq
2024-05-10,2.13,2.165,2.05,2.12,350486,-0.01851851851851849,-0.01869213301215252,0.054245283018868024,LDI,mid,stooq
2024-05-13,2.08,2.365,2.05,2.3,546408,0.08490566037735836,0.0814930342511828,0.13695652173913062,LDI,mid,stooq
2024-05-14,2.31,2.39,2.22,2.29,349405,-0.004347826086956386,-0.00435730536895559,0.07423580786026197,LDI,mid,stooq
2024-05-15,2.32,2.365,2.14,2.16,363532,-0.056768558951964976,-0.05844359587007455,0.1041666666666667,LDI,mid,stooq
2024-05-16,2.16,2.21,2.09,2.2,669836,0.0185185185185186,0.018349138668196617,0.05454545454545459,LDI,mid,stooq
2024-05-17,2.18,2.26,2.13,2.15,742577,-0.022727272727272818,-0.022989518224698833,0.06046511627906972,LDI,mid,stooq
2024-05-20,2.15,2.18,2.06,2.08,610870,-0.03255813953488362,-0.03309994842634472,0.057692307692307744,LDI,mid,stooq
2024-05-21,2.07,2.125,1.98,2.1,654128,0.009615384615384581,0.009569451016150672,0.06904761904761905,LDI,mid,stooq
