date,open,high,low,close,volume,returns,log_returns,range_pct,ticker,cap_tier,source
2024-03-05,20.65,20.83,20.41,20.64,1881789,,,0.020348837209302237,NVST,mid,stooq
2024-03-06,20.79,21.31,20.62,20.84,1849455,0.009689922480620172,0.009643276271804202,0.03310940499040296,NVST,mid,stooq
2024-03-07,21.0,21.345,20.88,21.13,1154320,0.013915547024951902,0.01381961474279905,0.02200662565073355,NVST,mid,stooq
2024-03-08,21.28,21.51,21.08,21.23,1496306,0.004732607666824595,0.0047214440871995705,0.020254357041921963,NVST,mid,stooq
2024-03-11,21.28,21.78,21.17,21.73,1579009,0.023551577955722935,0.023278518553173446,0.028071790151863757,NVST,mid,stooq
2024-03-12,21.7,21.79,21.36,21.5,4111633,-0.010584445467096248,-0.010640859134721225,0.019999999999999987,NVST,mid,stooq
2024-03-13,21.52,21.93,21.49,21.75,2780666,0.011627906976744207,0.011560822401076006,0.020229885057471322,NVST,mid,stooq
2024-03-14,21.72,21.905,21.435,21.65,2874796,-0.0045977011494253706,-0.00460830308619433,0.02170900692840658,NVST,mid,stooq
2024-03-15,21.49,21.75,21.05,21.36,4600360,-0.013394919168591146,-0.013485440356504685,0.032771535580524314,NVST,mid,stooq
2024-03-18,21.45,21.62,21.08,21.43,1627485,0.0032771535580524702,0.0032717953934915957,0.02519832011199266,NVST,mid,stooq
2024-03-19,21.48,21.78,21.405,21.75,1596424,0.014932337844143717,0.014821948049207443,0.017241379310344827,NVST,mid,stooq
2024-03-20,21.78,21.9,21.11,21.54,2314194,-0.0096551724137931,-0.009702085806450591,0.03667595171773441,NVST,mid,stooq
2024-03-21,21.52,21.78,21.39,21.5,1784241,-0.0018570102135561095,-0.0018587365946253266,0.018139534883720956,NVST,mid,stooq
2024-03-22,21.47,21.65,21.24,21.32,1595808,-0.008372093023255811,-0.00840733583597332,0.01923076923076924,NVST,mid,stooq
2024-03-25,21.46,21.5,20.93,20.96,1595070,-0.016885553470919246,-0.017029739844802296,0.027194656488549632,NVST,mid,stooq
2024-03-26,21.01,21.0491,20.56,20.76,1986589,-0.009541984732824416,-0.009587801155153513,0.02355973025048172,NVST,mid,stooq
2024-03-27,20.98,21.55,20.86,21.55,1710870,0.03805394990366073,0.037347758252068756,0.03201856148491885,NVST,mid,stooq
2024-03-28,21.53,21.62,21.24,21.38,1380482,-0.00788863109048732,-0.007919910952857708,0.017773620205799933,NVST,mid,stooq
2024-04-01,21.38,21.38,20.59,20.81,1853642,-0.02666043030869969,-0.02702226519135608,0.037962518020182565,NVST,mid,stooq
2024-04-02,20.29,20.455,20.05,20.33,4646199,-0.023065833733781904,-0.02333601276528786,0.019921298573536528,NVST,mid,stooq
2024-04-03,20.32,20.55,20.08,20.24,3750975,-0.0044269552385637345,-0.004436783220990506,0.02322134387351791,NVST,mid,stooq
2024-04-04,20.46,20.75,20.25,20.48,2035424,0.011857707509881577,0.011787955752042393,0.0244140625,NVST,mid,stooq
2024-04-05,20.36,20.58,20.21,20.46,2029214,-0.0009765625,-0.0009770396478266127,0.01808406647116312,NVST,mid,stooq
